342,192
340,192
340,205
339,205
339,216
337,216
337,229
332,229
332,237
333,237
333,251
333,255
325,255
325,267
318,267
318,282
315,282
315,287
310,287
310,294
301,294
301,305
292,305
292,311
285,311
285,313
275,313
275,323
266,323
266,329
253,329
253,328
239,328
239,333
230,333
230,341
223,341
208,341
208,344
194,344
194,345
183,345
183,343
173,343
173,341
166,341
166,337
154,337
154,338
143,338
143,331
134,331
134,320
141,320
151,320
151,316
157,316
157,307
170,307
170,306
185,306
185,303
186,303
186,302
193,302
193,297
200,297
200,295
211,295
211,290
222,290
222,291
234,291
234,287
244,287
244,286
254,286
254,280
255,280
255,279
261,279
261,268
265,268
265,265
275,265
275,268
286,268
286,258
296,258
296,253
304,253
304,246
310,246
310,237
313,237
313,227
314,227
314,213
315,213
315,198
312,198
312,189
305,189
305,178
296,178
286,178
286,175
279,175
279,174
278,174
278,170
268,170
268,175
256,175
256,177
250,177
250,166
251,166
251,150
258,150
271,150
271,151
280,151
280,150
293,150
293,148
306,148
306,150
310,150
310,139
310,122
305,122
305,124
296,124
296,121
284,121
284,124
269,124
269,125
262,125
262,122
250,122
250,125
238,125
238,122
230,122
224,122
224,130
225,130
225,143
221,143
221,154
219,154
219,169
220,169
220,180
219,180
219,194
222,194
222,197
229,197
229,204
238,204
238,197
249,197
249,192
263,192
263,196
273,196
273,198
281,198
281,210
284,210
284,219
282,219
282,227
276,227
276,238
268,238
268,241
257,241
257,240
247,240
247,241
246,241
246,242
235,242
235,234
225,234
225,227
219,227
219,240
211,240
211,248
212,248
212,249
220,249
220,261
230,261
230,269
242,269
254,269
254,268
253,268
242,268
231,268
231,260
221,260
221,248
213,248
213,247
212,247
212,242
213,242
213,241
220,241
220,228
224,228
224,235
234,235
234,243
248,243
248,241
256,241
256,242
269,242
269,239
277,239
277,228
283,228
283,220
285,220
285,209
282,209
282,197
274,197
274,195
264,195
264,191
248,191
248,196
237,196
237,203
230,203
230,196
223,196
223,193
220,193
220,181
221,181
221,168
220,168
220,155
222,155
222,144
226,144
226,129
225,129
225,123
230,123
237,123
237,126
251,126
251,123
261,123
261,126
270,126
270,125
285,125
285,122
295,122
295,125
306,125
306,123
309,123
309,139
309,149
307,149
307,147
292,147
292,149
279,149
279,150
272,150
272,149
258,149
250,149
250,165
249,165
249,178
257,178
257,176
269,176
269,171
277,171
277,176
285,176
285,179
296,179
304,179
304,190
311,190
311,199
314,199
314,212
313,212
313,226
312,226
312,236
309,236
309,245
303,245
303,252
295,252
295,257
285,257
285,267
276,267
276,264
264,264
264,267
260,267
260,278
253,278
253,285
243,285
243,286
233,286
233,290
223,290
223,289
210,289
210,294
199,294
199,296
192,296
192,301
184,301
184,304
183,304
183,305
169,305
169,306
156,306
156,315
150,315
150,319
141,319
133,319
133,330
122,330
122,320
112,320
112,318
103,318
103,309
95,309
95,306
86,306
86,289
79,289
79,283
70,283
70,277
64,277
64,269
62,269
62,259
56,259
56,247
51,247
51,239
48,239
48,229
42,229
42,217
44,217
44,204
46,204
46,193
43,193
43,181
42,181
42,168
47,168
47,161
49,161
49,150
50,150
50,141
53,141
53,131
58,131
58,112
67,112
67,106
76,106
76,98
83,98
83,90
86,90
86,82
95,82
95,76
108,76
108,69
113,69
113,63
121,63
121,58
135,58
135,54
146,54
146,50
156,50
156,47
167,47
167,45
178,45
178,43
188,43
188,45
199,45
199,46
211,46
211,43
221,43
221,42
232,42
232,54
241,54
241,56
249,56
249,66
245,66
245,73
238,73
238,72
224,72
224,76
211,76
211,81
198,81
198,87
190,87
190,86
178,86
178,95
170,95
170,91
156,91
156,103
148,103
148,102
135,102
135,107
129,107
129,120
135,120
135,118
142,118
142,125
154,125
154,128
163,128
163,138
168,138
168,145
172,145
172,146
173,146
173,158
177,158
177,166
179,166
179,178
178,178
178,190
172,190
172,197
163,197
163,200
162,200
162,201
153,201
153,217
147,217
147,225
142,225
142,232
131,232
131,240
134,240
134,239
144,239
144,240
145,240
157,240
157,239
168,239
168,234
179,234
179,235
180,235
180,238
188,238
188,254
188,264
183,264
173,264
173,263
162,263
162,262
148,262
136,262
136,266
127,266
127,262
116,262
105,262
95,262
95,265
88,265
88,264
80,264
80,260
80,247
86,247
86,244
95,244
95,231
103,231
103,225
113,225
113,220
121,220
121,215
128,215
128,204
134,204
134,189
139,189
139,186
146,186
146,180
148,180
148,166
148,152
144,152
144,142
128,142
128,144
116,144
116,151
107,151
107,154
98,154
98,159
92,159
92,147
84,147
84,142
84,135
95,135
95,129
104,129
104,128
114,128
114,124
126,124
126,119
125,119
125,123
113,123
113,127
103,127
103,128
94,128
94,134
83,134
83,142
83,148
91,148
91,160
99,160
99,155
108,155
108,152
117,152
117,145
129,145
129,144
130,144
130,143
143,143
143,153
147,153
147,166
147,179
145,179
145,185
138,185
138,188
133,188
133,203
127,203
127,214
120,214
120,219
112,219
112,224
102,224
102,230
94,230
94,243
85,243
85,246
79,246
79,260
79,265
87,265
87,266
96,266
96,263
105,263
116,263
126,263
126,267
137,267
137,263
148,263
161,263
161,264
172,264
172,265
183,265
189,265
189,254
189,237
181,237
181,233
167,233
167,238
156,238
156,239
146,239
146,238
133,238
133,239
132,239
132,233
143,233
143,226
148,226
148,218
154,218
154,202
164,202
164,198
173,198
173,191
179,191
179,179
180,179
180,165
178,165
178,157
174,157
174,144
169,144
169,137
164,137
164,127
155,127
155,124
143,124
143,117
134,117
134,119
130,119
130,108
136,108
136,103
147,103
147,104
157,104
157,92
169,92
169,96
179,96
179,87
188,87
188,88
189,88
199,88
199,82
212,82
212,77
225,77
225,73
237,73
237,74
246,74
246,68
247,68
247,67
250,67
250,57
262,57
262,68
273,68
273,70
281,70
281,75
288,75
288,83
297,83
297,89
304,89
304,99
312,99
312,111
321,111
321,115
324,115
324,126
330,126
330,133
334,133
334,146
334,157
339,157
339,173
343,173
343,181
343,192
